#Organism Name,Organism Groups,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,Host,CDS,Neighbors,Release Date,GenBank FTP,RefSeq FTP,Replicons
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003624815.1","Complete",0.002313,45.8,"MH552570.1","human,vertebrates",4,,"2018-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/624/815/GCA_003624815.1_ASM362481v1",,"MH552570.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","","GCA_022672425.1","Complete",0.002988,50.7,"MZ285971.1","human,vertebrates",1,,"2022-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/672/425/GCA_022672425.1_ASM2267242v1",,"MZ285971.1"
"Mytilus sp. clam associated circular virus","Viruses;Other;Circoviridae","","","GCA_001274385.1","Complete",0.001894,44.9," Unknown:NC_027794.1/KR528562.1","human,vertebrates",2,,"2015-08-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/385/GCA_001274385.1_ViralProj293732","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/385/GCF_001274385.1_ViralProj293732"," Unknown:NC_027794.1/KR528562.1"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135928","PRJNA579886","GCA_012610145.1","Complete",0.00817,38.4,"MN855863.1","bacteria,human,invertebrates,vertebrates",13,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/610/145/GCA_012610145.1_ASM1261014v1",,"MN855863.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003100455.1","Complete",0.009037,41.6,"AY900576.2","human,vertebrates",9,,"2006-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/100/455/GCA_003100455.1_ASM310045v1",,"AY900576.2"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077335.1","Complete",0.001768,48.4,"JX512855.1","human,vertebrates",3,,"2013-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/335/GCA_004077335.1_ASM407733v1",,"JX512855.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003528165.1","Complete",0.002477,45.6,"KY487781.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/528/165/GCA_003528165.1_ASM352816v1",,"KY487781.1"
"Hepatitis C virus subtype 4f","Viruses;Other;Flaviviridae","","","GCA_003106945.1","Complete",0.009304,57.1,"EF589161.1","human,vertebrates",1,,"2007-11-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/106/945/GCA_003106945.1_ASM310694v1",,"EF589161.1"
"Human adenovirus 6","Viruses;Other;Adenoviridae","","","GCA_006437755.1"," Chromosome",0.035774,55.4,"LC068718.1","human,vertebrates",44,,"2016-01-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/437/755/GCA_006437755.1_ASM643775v1",,"LC068718.1"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006436975.1","Complete",0.034948,54.5,"KT340064.1","human,vertebrates",35,,"2016-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/436/975/GCA_006436975.1_ASM643697v1",,"KT340064.1"
"Human adenovirus 7d","Viruses;Other;Adenoviridae","","","GCA_017347725.1","Complete",0.03524,51.1,"MN638756.1","human,vertebrates",39,,"2021-03-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/347/725/GCA_017347725.1_ASM1734772v1",,"MN638756.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002671495.1","Complete",0.018508,32.4857," 9:KC834646.1;  10:KC834680.1;  11:KC834688.1;  7:KC834691.1;  8:KC834694.1;  5:KC834697.1;  6:KC834700.1;  4:KC834703.1;  3:KC834706.1;  2:KC834709.1;  1:KC834712.1","human,vertebrates",11,,"2013-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/671/495/GCA_002671495.1_ASM267149v1",," 9:KC834646.1;  10:KC834680.1;  11:KC834688.1;  7:KC834691.1;  8:KC834694.1;  5:KC834697.1;  6:KC834700.1;  4:KC834703.1;  3:KC834706.1;  2:KC834709.1;  1:KC834712.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002674155.1","Complete",0.018507,32.5371," 9:KC834637.1;  10:KC834668.1;  11:KC834687.1;  7:KC834690.1;  8:KC834693.1;  5:KC834696.1;  6:KC834699.1;  4:KC834702.1;  3:KC834705.1;  2:KC834708.1;  1:KC834711.1","human,vertebrates",11,,"2013-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/674/155/GCA_002674155.1_ASM267415v1",," 9:KC834637.1;  10:KC834668.1;  11:KC834687.1;  7:KC834690.1;  8:KC834693.1;  5:KC834696.1;  6:KC834699.1;  4:KC834702.1;  3:KC834705.1;  2:KC834708.1;  1:KC834711.1"
"Human adenovirus 7","Viruses;Other;Adenoviridae","","","GCA_018127175.1","Complete",0.03524,51.1,"MT350345.1","human,vertebrates",21,,"2021-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/127/175/GCA_018127175.1_ASM1812717v1",,"MT350345.1"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006436995.1","Complete",0.034948,54.5,"KT340063.1","human,vertebrates",35,,"2016-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/436/995/GCA_006436995.1_ASM643699v1",,"KT340063.1"
"Human adenovirus 6","Viruses;Other;Adenoviridae","","","GCA_006437775.1"," Chromosome",0.035746,55.4,"LC068717.1","human,vertebrates",44,,"2016-01-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/437/775/GCA_006437775.1_ASM643777v1",,"LC068717.1"
"Hepatitis C virus subtype 4n","Viruses;Other;Flaviviridae","","PRJNA31239","GCA_003107185.1","Complete",0.009301,57,"JX227970.1","human,vertebrates",1,,"2012-11-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/107/185/GCA_003107185.1_ASM310718v1",,"JX227970.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003855735.1","Complete",0.009037,41.3,"KT982201.1","human,vertebrates",0,,"2017-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/855/735/GCA_003855735.1_ASM385573v1",,"KT982201.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003544295.1","Complete",0.002466,51.7,"KY487981.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/544/295/GCA_003544295.1_ASM354429v1",,"KY487981.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077355.1","Complete",0.001768,48.4,"JX512854.1","human,vertebrates",3,,"2013-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/355/GCA_004077355.1_ASM407735v1",,"JX512854.1"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135928","PRJNA579886","GCA_012610135.1","Complete",0.008082,38.8,"MN855864.1","bacteria,human,invertebrates,vertebrates",7,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/610/135/GCA_012610135.1_ASM1261013v1",,"MN855864.1"
"Circoviridae sp.","Viruses;Other;Circoviridae","","PRJNA393166","GCA_003652685.1","Complete",0.001892,51.6,"MH616758.1","human,vertebrates",0,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/652/685/GCA_003652685.1_ASM365268v1",,"MH616758.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","","GCA_022673815.1","Complete",0.002988,48.8,"MZ286047.1","human,vertebrates",1,,"2022-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/673/815/GCA_022673815.1_ASM2267381v1",,"MZ286047.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003618535.1","Complete",0.002303,41.6,"MH617696.1","human,vertebrates",3,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/618/535/GCA_003618535.1_ASM361853v1",,"MH617696.1"
"uncultured phage","Viruses;unclassified phages;unclassified","SAMEA6226586","PRJEB35371","GCA_902726445.1","Contig",0.26187,47.8,"CACUZR000000000.1","bacteria,fungi,human,invertebrates",0,,"2020-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/726/445/GCA_902726445.1_R2_PHAGE_CIR_49_23",,"CACUZR000000000.1"
"uncultured phage","Viruses;unclassified phages;unclassified","SAMEA6226582","PRJEB35371","GCA_902730965.1","Contig",0.261787,47.8,"CACVHK000000000.1","bacteria,fungi,human,invertebrates",0,,"2020-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/730/965/GCA_902730965.1_R2_PHAGE_CIR_48_45",,"CACVHK000000000.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003625255.1","Complete",0.002301,33.8,"MH552484.1","human,vertebrates",2,,"2018-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/625/255/GCA_003625255.1_ASM362525v1",,"MH552484.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","","GCA_022674315.1","Complete",0.002983,49.9,"MZ286105.1","human,vertebrates",1,,"2022-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/674/315/GCA_022674315.1_ASM2267431v1",,"MZ286105.1"
"Circoviridae sp.","Viruses;Other;Circoviridae","","PRJNA393166","GCA_003653165.1","Complete",0.001887,45.6,"MH616868.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/653/165/GCA_003653165.1_ASM365316v1",,"MH616868.1"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135889","PRJNA579886","GCA_012621365.1","Complete",0.008018,43.1,"MN855699.1","bacteria,human,invertebrates,vertebrates",12,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/621/365/GCA_012621365.1_ASM1262136v1",,"MN855699.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077375.1","Complete",0.001768,48.7,"JX512853.1","human,vertebrates",3,,"2013-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/375/GCA_004077375.1_ASM407737v1",,"JX512853.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003189365.1","Complete",0.009034,41.3,"KP718925.1","human,vertebrates",9,,"2015-07-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/189/365/GCA_003189365.1_ASM318936v1",,"KP718925.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003540695.1","Complete",0.002461,47.9,"KY487937.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/540/695/GCA_003540695.1_ASM354069v1",,"KY487937.1"
"Hepatitis C virus subtype 4a","Viruses;Other;Flaviviridae","","","GCA_003106825.1","Complete",0.009295,56.3,"DQ418789.1","human,vertebrates",1,,"2006-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/106/825/GCA_003106825.1_ASM310682v1",,"DQ418789.1"
"Human adenovirus 5","Viruses;Other;Adenoviridae","","","GCA_019453815.1"," Chromosome",0.034615,51.7,"MW686803.1","human,vertebrates",0,,"2021-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/815/GCA_019453815.1_ASM1945381v1",,"MW686803.1"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006437015.1","Complete",0.034948,54.5,"KT340062.1","human,vertebrates",35,,"2016-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/437/015/GCA_006437015.1_ASM643701v1",,"KT340062.1"
"Human adenovirus 7","Viruses;Other;Adenoviridae","","","GCA_018127225.1","Complete",0.03524,51.1,"MT367397.1","human,vertebrates",28,,"2021-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/127/225/GCA_018127225.1_ASM1812722v1",,"MT367397.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002674275.1","Complete",0.018517,32.3912," 1:DQ870501.1;  2:DQ870502.1;  3:DQ870503.1;  6:DQ870504.1;  4:EF990707.1;  9:EF990708.1;  5:EF990709.1;  8:EF990710.1;  7:EF990711.1;  10:EF990712.1;  11:EF990713.1","human,vertebrates",11,,"2008-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/674/275/GCA_002674275.1_ASM267427v1",," 1:DQ870501.1;  2:DQ870502.1;  3:DQ870503.1;  6:DQ870504.1;  4:EF990707.1;  9:EF990708.1;  5:EF990709.1;  8:EF990710.1;  7:EF990711.1;  10:EF990712.1;  11:EF990713.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002674315.1","Complete",0.01853,32.2892," 1:DQ146638.1;  2:DQ146639.1;  3:DQ146640.1;  4:DQ146641.1;  6:DQ146642.1;  9:DQ146643.1;  5:DQ146644.1;  8:DQ146645.1;  7:DQ146646.1;  10:DQ146647.1;  11:DQ146648.1","human,vertebrates",11,,"2007-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/674/315/GCA_002674315.1_ASM267431v1",," 1:DQ146638.1;  2:DQ146639.1;  3:DQ146640.1;  4:DQ146641.1;  6:DQ146642.1;  9:DQ146643.1;  5:DQ146644.1;  8:DQ146645.1;  7:DQ146646.1;  10:DQ146647.1;  11:DQ146648.1"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006437035.1","Complete",0.034948,54.5,"KT340061.1","human,vertebrates",35,,"2016-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/437/035/GCA_006437035.1_ASM643703v1",,"KT340061.1"
"Human adenovirus 7","Viruses;Other;Adenoviridae","","","GCA_006434195.1","Complete",0.035239,51.1,"KP670856.2","human,vertebrates",39,,"2016-01-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/434/195/GCA_006434195.1_ASM643419v1",,"KP670856.2"
"Human adenovirus 2","Viruses;Other;Adenoviridae","","","GCA_019450395.1"," Chromosome",0.035884,50.2,"MW686808.1","human,vertebrates",0,,"2021-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/450/395/GCA_019450395.1_ASM1945039v1",,"MW686808.1"
"Hepatitis C virus subtype 4o","Viruses;Other;Flaviviridae","","PRJNA31239","GCA_003107225.1","Complete",0.009286,57.3,"JX227977.1","human,vertebrates",1,,"2012-11-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/107/225/GCA_003107225.1_ASM310722v1",,"JX227977.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003532495.1","Complete",0.002444,57.9,"KY487837.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/532/495/GCA_003532495.1_ASM353249v1",,"KY487837.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003187685.1","Complete",0.009033,41.8,"KF716472.1","human,vertebrates",9,,"2013-11-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/187/685/GCA_003187685.1_ASM318768v1",,"KF716472.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077595.1","Complete",0.001768,48,"JX982225.1","human,vertebrates",2,,"2013-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/595/GCA_004077595.1_ASM407759v1",,"JX982225.1"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135928","PRJNA579886","GCA_012610125.1","Complete",0.008002,34.9,"MN855866.1","bacteria,human,invertebrates,vertebrates",6,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/610/125/GCA_012610125.1_ASM1261012v1",,"MN855866.1"
"Circoviridae sp.","Viruses;Other;Circoviridae","","PRJNA393166","GCA_003656065.1","Complete",0.001882,37.4,"MH617484.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/656/065/GCA_003656065.1_ASM365606v1",,"MH617484.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","PRJNA396064","GCA_004285075.1","Complete",0.00298,37.5,"MH649228.1","human,vertebrates",3,,"2018-09-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/285/075/GCA_004285075.1_ASM428507v1",,"MH649228.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003620955.1","Complete",0.002291,33.7,"MH617271.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/620/955/GCA_003620955.1_ASM362095v1",,"MH617271.1"
"uncultured phage","Viruses;unclassified phages;unclassified","SAMEA6226576","PRJEB35371","GCA_902731065.1","Contig",0.259229,49.45,"CACVHJ000000000.1","bacteria,fungi,human,invertebrates",0,,"2020-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/731/065/GCA_902731065.1_R2_PHAGE_CIR_50_795",,"CACVHJ000000000.1"
"uncultured phage","Viruses;unclassified phages;unclassified","SAMEA6226704","PRJEB35371","GCA_902726375.1","Contig",0.25913,49.45,"CACUZV000000000.1","bacteria,fungi,human,invertebrates",0,,"2020-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/726/375/GCA_902726375.1_R2_PHAGE_CIR_50_38",,"CACUZV000000000.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003624595.1","Complete",0.00229,44.5,"MH616664.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/624/595/GCA_003624595.1_ASM362459v1",,"MH616664.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","","GCA_022674705.1","Complete",0.002978,50.6,"MZ286145.1","human,vertebrates",1,,"2022-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/674/705/GCA_022674705.1_ASM2267470v1",,"MZ286145.1"
"Circoviridae sp.","Viruses;Other;Circoviridae","","PRJNA393166","GCA_003657105.1","Complete",0.001881,39,"MH617666.1","human,vertebrates",2,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/657/105/GCA_003657105.1_ASM365710v1",,"MH617666.1"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135889","PRJNA579886","GCA_012621615.1","Complete",0.007989,45.1,"MN855681.1","bacteria,human,invertebrates,vertebrates",16,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/621/615/GCA_012621615.1_ASM1262161v1",,"MN855681.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004077635.1","Complete",0.001768,48.1,"JX982223.1","human,vertebrates",2,,"2013-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/077/635/GCA_004077635.1_ASM407763v1",,"JX982223.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003104715.1","Complete",0.009031,41.6,"U46016.1","human,vertebrates",9,,"1996-06-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/104/715/GCA_003104715.1_ASM310471v1",,"U46016.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003531705.1","Complete",0.002434,44,"KY487811.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/531/705/GCA_003531705.1_ASM353170v1",,"KY487811.1"
"Hepatitis C virus subtype 4d","Viruses;Other;Flaviviridae","","","GCA_003106905.1","Complete",0.009273,57.3,"DQ418786.1","human,vertebrates",1,,"2006-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/106/905/GCA_003106905.1_ASM310690v1",,"DQ418786.1"
"Human adenovirus 2","Viruses;Other;Adenoviridae","","","GCA_019450215.1"," Chromosome",0.034053,50.7,"MW686809.1","human,vertebrates",0,,"2021-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/450/215/GCA_019450215.1_ASM1945021v1",,"MW686809.1"
"Human adenovirus 7","Viruses;Other;Adenoviridae","","","GCA_006434215.1","Complete",0.035239,51.1,"KP670855.2","human,vertebrates",39,,"2016-01-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/434/215/GCA_006434215.1_ASM643421v1",,"KP670855.2"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006437055.1","Complete",0.034948,54.5,"KT340060.1","human,vertebrates",35,,"2016-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/437/055/GCA_006437055.1_ASM643705v1",,"KT340060.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002676715.1","Complete",0.018512,32.4877," 1:DQ146660.1;  2:DQ146661.1;  3:DQ146662.1;  4:DQ146663.1;  6:DQ146664.1;  9:DQ146665.1;  5:DQ146666.1;  8:DQ146667.1;  7:DQ146668.1;  10:DQ146669.1;  11:DQ146670.1","human,vertebrates",11,,"2007-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/676/715/GCA_002676715.1_ASM267671v1",," 1:DQ146660.1;  2:DQ146661.1;  3:DQ146662.1;  4:DQ146663.1;  6:DQ146664.1;  9:DQ146665.1;  5:DQ146666.1;  8:DQ146667.1;  7:DQ146668.1;  10:DQ146669.1;  11:DQ146670.1"
"Rotavirus A","Viruses;Other;Reoviridae","","","GCA_002676735.1","Complete",0.018512,32.0451," 1:DQ492669.1;  2:DQ492670.1;  3:DQ492671.1;  4:DQ492672.1;  6:DQ492673.1;  9:DQ492674.1;  5:DQ492675.1;  8:DQ492676.1;  7:DQ492677.1;  10:DQ492678.1;  11:DQ492679.1","human,vertebrates",11,,"2007-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/676/735/GCA_002676735.1_ASM267673v1",," 1:DQ492669.1;  2:DQ492670.1;  3:DQ492671.1;  4:DQ492672.1;  6:DQ492673.1;  9:DQ492674.1;  5:DQ492675.1;  8:DQ492676.1;  7:DQ492677.1;  10:DQ492678.1;  11:DQ492679.1"
"Human adenovirus D8","Viruses;Other;Adenoviridae","","","GCA_006437075.1","Complete",0.034948,54.5,"KT340059.1","human,vertebrates",35,,"2016-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/437/075/GCA_006437075.1_ASM643707v1",,"KT340059.1"
"Human adenovirus 7","Viruses;Other;Adenoviridae","","","GCA_006434235.1","Complete",0.035239,51.1,"KP670861.1","human,vertebrates",39,,"2016-01-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/434/235/GCA_006434235.1_ASM643423v1",,"KP670861.1"
"Human adenovirus 1","Viruses;Other;Adenoviridae","","","GCA_019453595.1"," Chromosome",0.033257,51.3,"MW686826.1","human,vertebrates",0,,"2021-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/595/GCA_019453595.1_ASM1945359v1",,"MW686826.1"
"Hepatitis C virus subtype 4v","Viruses;Other;Flaviviridae","","PRJNA31239","GCA_003107405.1","Complete",0.00927,57.3,"JX227960.1","human,vertebrates",1,,"2012-11-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/107/405/GCA_003107405.1_ASM310740v1",,"JX227960.1"
"uncultured virus","Viruses;Other;Other","","","GCA_003532165.1","Complete",0.002403,52.9,"KY487826.1","bacteria,human,invertebrates,land plants,protozoa",2,,"2018-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/532/165/GCA_003532165.1_ASM353216v1",,"KY487826.1"
"Human immunodeficiency virus 1","Viruses;Other;Retroviridae","","","GCA_003190265.1","Complete",0.009028,41.6,"FJ670522.1","human,vertebrates",9,,"2010-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/190/265/GCA_003190265.1_ASM319026v1",,"FJ670522.1"
"Porcine circovirus 2","Viruses;Other;Circoviridae","","","GCA_004078015.1","Complete",0.001768,48.1,"JX948774.1","human,vertebrates",3,,"2013-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/078/015/GCA_004078015.1_ASM407801v1",,"JX948774.1"
"Bacteriophage sp.","Viruses;unclassified phages;unclassified","SAMN13135928","PRJNA579886","GCA_012610115.1","Complete",0.007957,34.4,"MN855867.1","bacteria,human,invertebrates,vertebrates",9,,"2020-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/610/115/GCA_012610115.1_ASM1261011v1",,"MN855867.1"
"Circoviridae sp.","Viruses;Other;Circoviridae","","PRJNA393166","GCA_003654365.1","Complete",0.00188,40.6,"MH617135.1","human,vertebrates",3,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/654/365/GCA_003654365.1_ASM365436v1",,"MH617135.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","","GCA_022672495.1","Complete",0.002976,53.3,"MZ285978.1","human,vertebrates",1,,"2022-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/672/495/GCA_022672495.1_ASM2267249v1",,"MZ285978.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003623875.1","Complete",0.002284,44.1,"MH616769.1","human,vertebrates",0,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/623/875/GCA_003623875.1_ASM362387v1",,"MH616769.1"
"uncultured phage","Viruses;unclassified phages;unclassified","SAMEA6226599","PRJEB35371","GCA_902725795.1","Contig",0.258754,37.8,"CACUXF000000000.1","bacteria,fungi,human,invertebrates",0,,"2020-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/725/795/GCA_902725795.1_SR-VP_PHAGE_38_16",,"CACUXF000000000.1"
